28058	2024.07.05	16:01:15.494	6	204	AA1FE61A04
28059	2024.07.05	16:01:16.335	5	307	AA1FE61A04
28060	2024.07.05	16:01:43.136	6	153	CE53E61A04
28061	2024.07.05	16:01:43.433	6	101	751BE61A04
28062	2024.07.05	16:01:43.679	5	461	CE53E61A04
28063	2024.07.05	16:01:45.218	5	358	751BE61A04
28064	2024.07.05	16:01:47.976	4	50	CE53E61A04
28065	2024.07.05	16:01:48.461	3	153	CE53E61A04
28066	2024.07.05	16:01:49.099	3	153	58EC1A0400
28067	2024.07.05	16:01:52.787	3	50	CE53E61A04
28068	2024.07.05	16:01:53.239	4	255	CE53E61A04
28069	2024.07.05	16:01:53.792	4	461	58EC1A0400
28070	2024.07.05	16:01:57.683	4	101	58EC1A0400
28071	2024.07.05	16:01:58.418	3	4882	58EC1A0400
28072	2024.07.05	16:02:05.076	5	101	AA1FE61A04
28073	2024.07.05	16:02:05.416	5	50	751BE61A04
28074	2024.07.05	16:02:05.432	6	102	AA1FE61A04
28075	2024.07.05	16:03:10.474	6	152	AA1FE61A04
28076	2024.07.05	16:03:11.361	5	153	AA1FE61A04
28077	2024.07.05	16:04:00.050	5	101	CE53E61A04
28078	2024.07.05	16:04:00.550	6	153	CE53E61A04
28079	2024.07.05	16:04:01.528	4	100	AA1FE61A04
28080	2024.07.05	16:04:02.162	3	410	AA1FE61A04
28081	2024.07.05	16:04:14.119	3	153	AA1FE61A04
28082	2024.07.05	16:04:14.870	4	50	AA1FE61A04
28083	2024.07.05	16:04:17.527	6	153	CE53E61A04
28084	2024.07.05	16:04:18.070	5	153	CE53E61A04
28085	2024.07.05	16:04:23.119	4	101	CE53E61A04
28086	2024.07.05	16:04:23.748	3	872	CE53E61A04
28087	2024.07.05	16:04:28.936	3	153	58EC1A0400
28088	2024.07.05	16:04:29.731	4	256	58EC1A0400
28089	2024.07.05	16:08:00.564	6	152	751BE61A04
28090	2024.07.05	16:08:01.199	5	101	751BE61A04
28091	2024.07.05	16:08:16.727	5	101	AA1FE61A04
28092	2024.07.05	16:08:17.423	6	204	AA1FE61A04
28093	2024.07.05	16:08:48.840	7	153	AA1FE61A04
28094	2024.07.05	16:08:49.231	5	50	2037EC1A04
28095	2024.07.05	16:08:49.481	8	204	AA1FE61A04
28096	2024.07.05	16:08:49.778	6	153	2037EC1A04
28097	2024.07.05	16:09:55.721	7	204	58EC1A0400
28098	2024.07.05	16:10:50.678	6	101	2037EC1A04
28099	2024.07.05	16:10:51.119	5	152	2037EC1A04
28100	2024.07.05	16:10:55.777	6	101	58EC1A0400
28101	2024.07.05	16:10:56.413	5	255	58EC1A0400
28102	2024.07.05	16:11:05.880	4	105	58EC1A0400
28103	2024.07.05	16:11:07.060	3	6988	58EC1A0400
28104	2024.07.05	16:11:16.733	3	307	CE53E61A04
28105	2024.07.05	16:11:19.896	5	101	751BE61A04
28106	2024.07.05	16:11:19.990	3	153	CE53E61A04
28107	2024.07.05	16:11:20.408	6	203	751BE61A04
28108	2024.07.05	16:11:20.895	4	204	CE53E61A04
28109	2024.07.05	16:11:42.670	7	101	751BE61A04
28110	2024.07.05	16:11:43.061	8	204	751BE61A04
28111	2024.07.05	16:11:56.186	5	50	AA1FE61A04
28112	2024.07.05	16:11:56.832	6	153	CE53E61A04
28113	2024.07.05	16:12:00.157	6	153	CE53E61A04
28114	2024.07.05	16:12:00.954	5	50	CE53E61A04
28115	2024.07.05	16:12:03.299	5	153	CE53E61A04
28116	2024.07.05	16:12:04.194	6	101	CE53E61A04
28117	2024.07.05	16:12:56.195	3	50	B536E61A04
28118	2024.07.05	16:12:56.941	4	410	B536E61A04
28119	2024.07.05	16:13:07.057	5	255	B536E61A04
28120	2024.07.05	16:13:07.902	6	512	B536E61A04
28121	2024.07.05	16:13:10.922	6	102	CE53E61A04
28122	2024.07.05	16:13:11.556	5	50	CE53E61A04
28123	2024.07.05	16:13:58.571	4	101	751BE61A04
28124	2024.07.05	16:13:59.197	3	153	751BE61A04
28125	2024.07.05	16:14:16.641	3	101	011DA01A04
28126	2024.07.05	16:14:19.944	5	101	011DA01A04
28127	2024.07.05	16:14:20.487	6	153	011DA01A04
28128	2024.07.05	16:15:11.876	6	204	AA1FE61A04
28129	2024.07.05	16:15:12.756	5	313	AA1FE61A04
28130	2024.07.05	16:15:32.012	4	101	AA1FE61A04
28131	2024.07.05	16:15:32.757	3	256	AA1FE61A04
28132	2024.07.05	16:15:41.750	7	255	011DA01A04
28133	2024.07.05	16:15:42.592	8	101	011DA01A04
28134	2024.07.05	16:16:57.780	8	153	2037EC1A04
28135	2024.07.05	16:16:58.418	7	153	2037EC1A04
28136	2024.07.05	16:17:10.676	6	101	2037EC1A04
28137	2024.07.05	16:17:11.208	5	101	2037EC1A04
28138	2024.07.05	16:17:20.457	4	50	2037EC1A04
28139	2024.07.05	16:17:21.087	3	770	2037EC1A04
28140	2024.07.05	16:17:29.434	8	101	011DA01A04
28141	2024.07.05	16:17:29.871	7	101	011DA01A04
28142	2024.07.05	16:18:29.031	4	50	2037EC1A04
28143	2024.07.05	16:18:50.054	6	101	B536E61A04
28144	2024.07.05	16:18:50.638	5	204	B536E61A04
28145	2024.07.05	16:20:19.364	8	50	2037EC1A04
28146	2024.07.05	16:20:19.848	7	152	2037EC1A04
28147	2024.07.05	16:20:55.658	5	101	CE53E61A04
28148	2024.07.05	16:20:56.111	6	204	CE53E61A04
28149	2024.07.05	16:20:58.570	6	50	2037EC1A04
28150	2024.07.05	16:20:58.991	5	50	2037EC1A04
28151	2024.07.05	16:21:24.590	8	50	B536E61A04
28152	2024.07.05	16:21:25.063	7	307	B536E61A04
28153	2024.07.05	16:22:36.243	6	204	011DA01A04
28154	2024.07.05	16:22:36.883	5	152	011DA01A04
28155	2024.07.05	16:22:40.944	4	50	2037EC1A04
28156	2024.07.05	16:22:41.432	3	153	2037EC1A04
28157	2024.07.05	16:23:48.986	4	101	011DA01A04
28158	2024.07.05	16:23:49.485	3	206	011DA01A04
28159	2024.07.05	16:23:49.610	7	104	CE53E61A04
28160	2024.07.05	16:23:50.111	8	153	CE53E61A04
28161	2024.07.05	16:24:19.870	4	153	CE53E61A04
28162	2024.07.05	16:24:20.073	3	153	751BE61A04
28163	2024.07.05	16:24:21.388	3	512	751BE61A04
28164	2024.07.05	16:24:22.353	3	1284	CE53E61A04
28165	2024.07.05	16:24:24.323	4	50	751BE61A04
28166	2024.07.05	16:24:27.859	5	153	751BE61A04
28167	2024.07.05	16:24:28.703	6	667	751BE61A04
28168	2024.07.05	16:24:47.596	7	50	751BE61A04
28169	2024.07.05	16:24:48.050	8	204	751BE61A04
28170	2024.07.05	16:25:04.339	3	153	CE53E61A04
28171	2024.07.05	16:25:04.928	4	152	CE53E61A04
28172	2024.07.05	16:25:10.838	8	153	751BE61A04
28173	2024.07.05	16:25:11.436	7	255	751BE61A04
28174	2024.07.05	16:25:13.589	5	153	CE53E61A04
28175	2024.07.05	16:25:14.281	6	204	CE53E61A04
28176	2024.07.05	16:25:20.471	6	305	751BE61A04
28177	2024.07.05	16:25:21.346	5	152	751BE61A04
28178	2024.07.05	16:25:25.175	5	50	751BE61A04
