35417	2024.07.06	14:46:50.024	8	102	B536E61A04
35418	2024.07.06	14:46:50.509	7	307	B536E61A04
35419	2024.07.06	14:47:27.694	7	101	B536E61A04
35420	2024.07.06	14:47:28.338	8	461	B536E61A04
35421	2024.07.06	14:49:34.708	3	256	AA1FE61A04
35422	2024.07.06	14:49:35.751	4	359	AA1FE61A04
35423	2024.07.06	14:50:48.854	5	50	B536E61A04
35424	2024.07.06	14:50:49.826	6	358	B536E61A04
35425	2024.07.06	14:51:05.829	7	102	B536E61A04
35426	2024.07.06	14:51:06.271	8	101	B536E61A04
35427	2024.07.06	14:51:18.712	8	718	AA1FE61A04
35428	2024.07.06	14:51:20.463	7	821	AA1FE61A04
35429	2024.07.06	14:51:58.509	8	50	B536E61A04
35430	2024.07.06	14:51:58.946	7	153	B536E61A04
35431	2024.07.06	14:52:03.554	6	50	AA1FE61A04
35432	2024.07.06	14:52:03.851	6	50	B536E61A04
35433	2024.07.06	14:52:03.898	5	50	AA1FE61A04
35434	2024.07.06	14:52:04.230	5	50	B536E61A04
35435	2024.07.06	14:52:05.010	4	50	B536E61A04
35436	2024.07.06	14:52:05.010	3	103	AA1FE61A04
35437	2024.07.06	14:52:05.555	3	101	B536E61A04
35438	2024.07.06	14:53:15.347	3	50	B536E61A04
35439	2024.07.06	14:53:15.754	4	101	B536E61A04
35440	2024.07.06	14:55:14.035	3	102	2037EC1A04
35441	2024.07.06	14:55:14.579	4	1387	2037EC1A04
35442	2024.07.06	14:55:39.558	8	101	2037EC1A04
35443	2024.07.06	14:55:39.761	8	50	B536E61A04
35444	2024.07.06	14:55:39.945	7	101	2037EC1A04
35445	2024.07.06	14:55:40.340	7	101	B536E61A04
35446	2024.07.06	14:55:40.980	6	50	2037EC1A04
35447	2024.07.06	14:55:41.277	6	50	B536E61A04
35448	2024.07.06	14:55:41.512	5	101	2037EC1A04
35449	2024.07.06	14:55:42.309	5	50	B536E61A04
35450	2024.07.06	14:55:42.989	4	101	2037EC1A04
35451	2024.07.06	14:55:43.286	4	50	B536E61A04
35452	2024.07.06	14:55:43.426	3	153	2037EC1A04
35453	2024.07.06	14:55:43.765	3	101	B536E61A04
35454	2024.07.06	14:57:39.322	3	50	B536E61A04
35455	2024.07.06	14:57:39.617	4	101	B536E61A04
35456	2024.07.06	14:59:06.022	3	50	2037EC1A04
35457	2024.07.06	14:59:06.412	4	101	2037EC1A04
35458	2024.07.06	14:59:15.083	3	204	AA1FE61A04
35459	2024.07.06	14:59:18.528	4	513	AA1FE61A04
35460	2024.07.06	15:00:49.950	4	102	2037EC1A04
35461	2024.07.06	15:00:50.153	4	101	B536E61A04
35462	2024.07.06	15:00:50.481	3	50	2037EC1A04
35463	2024.07.06	15:00:50.687	3	50	B536E61A04
