6904	2023.05.24	19:00:09.572	4	256	0627A81904
6905	2023.05.24	19:00:10.258	3	256	0627A81904
6906	2023.05.24	19:00:14.576	5	247	7376E61A04
6907	2023.05.24	19:00:15.419	6	153	7376E61A04
6908	2023.05.24	19:00:27.695	5	255	352DE61A04
6909	2023.05.24	19:00:28.539	6	307	352DE61A04
6910	2023.05.24	19:00:52.903	7	153	7376E61A04
6911	2023.05.24	19:00:53.541	8	153	7376E61A04
6912	2023.05.24	19:01:08.630	1	358	7376E61A04
6913	2023.05.24	19:01:10.311	2	462	7376E61A04
6914	2023.05.24	19:01:30.185	3	102	7376E61A04
6915	2023.05.24	19:01:30.973	4	461	7376E61A04
6916	2023.05.24	19:01:43.045	5	153	7376E61A04
6917	2023.05.24	19:01:43.742	6	116	7376E61A04
6918	2023.05.24	19:01:49.619	6	101	352DE61A04
6919	2023.05.24	19:01:49.953	5	107	352DE61A04
6920	2023.05.24	19:01:50.239	5	102	7376E61A04
6921	2023.05.24	19:01:50.819	4	50	352DE61A04
6922	2023.05.24	19:01:51.059	4	50	7376E61A04
6923	2023.05.24	19:01:51.348	3	153	7376E61A04
6924	2023.05.24	19:02:05.816	3	102	352DE61A04
6925	2023.05.24	19:02:06.122	3	50	7376E61A04
6926	2023.05.24	19:02:06.171	4	50	352DE61A04
6927	2023.05.24	19:02:06.466	4	101	7376E61A04
6928	2023.05.24	19:02:11.080	5	102	352DE61A04
6929	2023.05.24	19:02:11.378	5	50	7376E61A04
6930	2023.05.24	19:02:11.435	6	50	352DE61A04
6931	2023.05.24	19:02:11.730	6	50	7376E61A04
6932	2023.05.24	19:02:16.581	6	101	352DE61A04
6933	2023.05.24	19:02:16.977	6	50	7376E61A04
6934	2023.05.24	19:02:17.315	5	50	7376E61A04
6935	2023.05.24	19:03:22.993	4	307	325CE61A04
6936	2023.05.24	19:03:23.956	2	318	0627A81904
6937	2023.05.24	19:03:23.972	3	362	325CE61A04
6938	2023.05.24	19:03:25.192	1	924	0627A81904
6939	2023.05.24	19:04:24.594	5	101	352DE61A04
6940	2023.05.24	19:04:24.984	6	101	352DE61A04
6941	2023.05.24	19:04:25.423	8	358	0627A81904
6942	2023.05.24	19:04:26.492	7	458	0627A81904
